Ano;Modalidade;Centro;Cód;Curso;Processo_Seletivo;Turno;Vagas_1sem;Vagas_2sem;Inscritos
2020;Presencial;CFCH;13608;Psicologia;SISU;Integral;40;40;4265
2020;Presencial;CFCH;21847;Ciências Sociais - Licenciatura;SISU;Noturno;0;60;769
2020;Presencial;CFCH;52231;Geografia - Licenciatura;SISU;Matutino;60;0;630
2020;Presencial;CFCH;52231;Geografia - Licenciatura;SISU;Noturno;60;0;770
2020;Presencial;CFCH;52249;Geografia - Bacharelado;SISU;Vespertino;60;0;623
2020;Presencial;CFCH;117378;Ciência Política;SISU;Integral;50;0;571
2020;Presencial;CFCH;117388;Museologia;SISU;Noturno;30;0;393
2020;Presencial;CFCH;117390;Arqueologia;SISU;Integral;30;0;480
2020;Presencial;CFCH;313577;Filosofia - Bacharelado;SISU;Vespertino;20;0;223
2020;Presencial;CFCH;313579;História - Bacharelado;SISU;Vespertino;35;0;395
2020;Presencial;CIn;13595;Ciência da Computação;SISU;Integral;50;50;803
2020;Presencial;CIn;58854;Engenharia da Computação;SISU;Integral;50;50;622
2020;Presencial;CIn;1136142;Sistema de Informação;SISU;Integral;35;35;505
2020;Presencial;CTG;13583;Engenharia Cartográfica e de Agrimensura;SISU;Integral;30;0;278
2020;Presencial;CTG;13583;Engenharia Cartográfica e de Agrimensura;SISU;Noturno;0;30;443
2020;Presencial;CTG;13587;Engenharia de Minas;SISU;Integral;25;25;316
2020;Presencial;CTG;13590;Geologia;SISU;Integral;20;20;361
2020;Presencial;CTG;13593;Química Industrial;SISU;Noturno;40;0;533
2020;Presencial;CTG;21710;Engenharia de Produção;SISU;Integral;40;0;226
2020;Presencial;CTG;58856;Engenharia Biomédica;SISU;Integral;30;0;447
2020;Presencial;CTG;117376;Oceanografia;SISU;Integral;25;0;210
2020;Presencial;CTG;5000630;ABI-Engenharia;SISU;Integral;330;285;3273
2021;Presencial;CAA;101082;Administração - CAA;SISU;Matutino;40;40;566
2021;Presencial;CAA;101082;Administração - CAA;SISU;Noturno;40;40;826
2021;Presencial;CAA;101086;Ciências Econômicas - CAA;SISU;Noturno;50;50;1003
2021;Presencial;CAA;101092;Pedagogia - CAA;SISU;Noturno;40;40;1363
2021;Presencial;CAA;101127;Design - CAA;SISU;Integral;40;40;365
2021;Presencial;CAA;101127;Design - CAA;SISU;Noturno;40;40;572
2021;Presencial;CAA;101129;Engenharia Civil - CAA;SISU;Integral;40;40;898
2021;Presencial;CAA;118092;Engenharia de Produção - CAA;SISU;Integral;40;40;219
2021;Presencial;CAA;118096;Física - CAA;SISU;Noturno;40;40;297
2021;Presencial;CAA;118098;Química - CAA;SISU;Noturno;40;40;450
2021;Presencial;CAA;118100;Matemática - CAA;SISU;Noturno;40;40;621
2021;Presencial;CAA;1189778;Medicina - CAA;SISU;Integral;80;0;3409
2021;Presencial;CAA;1321439;Comunicação Social - CAA;SISU;Integral;40;0;531
2021;Presencial;CAC;13604;Música;Vestibular;Integral;30;0;24
2021;Presencial;CAC;13604;Música;Vestibular;Noturno;0;30;19
2021;Presencial;CAC;13609;Biblioteconomia;SISU;Vespertino;55;0;243
2021;Presencial;CAC;13610;Arquitetura e Urbanismo;SISU;Integral;50;50;1273
2021;Presencial;CAC;23910;Artes Visuais - Licenciatura;SISU;Integral;35;0;264
2021;Presencial;CAC;23912;Rádio, TV e Internet;SISU;Matutino;0;30;364
2021;Presencial;CAC;29483;Jornalismo;SISU;Vespertino;50;0;864
2021;Presencial;CAC;33784;Publicidade e Propaganda;SISU;Matutino;0;45;1130
2021;Presencial;CAC;35520;Teatro;SISU;Integral;35;0;247
2021;Presencial;CAC;44947;Letras - Português;SISU;Noturno;30;0;238
2021;Presencial;CAC;44947;Letras - Português;SISU;Vespertino;0;60;379
2021;Presencial;CAC;44950;Letras - Francês;SISU;Vespertino;15;0;101
2021;Presencial;CAC;44977;Letras - Inglês;SISU;Matutino;0;30;410
2021;Presencial;CAC;44978;Letras - Espanhol;SISU;Matutino;0;30;195
2021;Presencial;CAC;44978;Letras - Espanhol;SISU;Noturno;30;0;250
2021;Presencial;CAC;53750;Música - Canto;Vestibular;Matutino;4;0;2
2021;Presencial;CAC;53760;Música - Instrumento;Vestibular;Matutino;18;0;12
2021;Presencial;CAC;80088;Design;SISU;Integral;35;35;756
2021;Presencial;CAC;117386;Gestão da Informação;SISU;Noturno;55;0;236
2021;Presencial;CAC;117392;Dança;Vestibular;Noturno;30;0;21
2021;Presencial;CAC;117394;Cinema e Audiovisual;SISU;Vespertino;0;50;697
2021;Presencial;CAC;313603;Letras - Bacharelado;SISU;Vespertino;30;0;299
2021;Presencial;CAC;1204606;Expressão Gráfica;SISU;Integral;30;0;162
2021;Presencial;CAC;1313313;Letras - Libras;Vestibular;Matutino;0;30;34
2021;Presencial;CAC;1439062;Artes Visuais - Bacharelado;SISU;Matutino;20;0;308
2021;Presencial;CAV;101140;Ciências Biológicas - CAV;SISU;Noturno;45;45;409
2021;Presencial;CAV;101149;Nutrição - CAV;SISU;Matutino;30;30;620
2021;Presencial;CAV;101153;Enfermagem - CAV;SISU;Integral;30;30;668
2021;Presencial;CAV;1155122;Educação Física - Licenciatura - CAV;SISU;Vespertino;45;45;433
2021;Presencial;CAV;1189922;Saúde Coletiva - CAV;SISU;Noturno;30;30;340
2021;Presencial;CAV;5000731;Educação Física - Bacharelado - CAV;SISU;Matutino;35;35;397
2021;Presencial;CB;13597;Biomedicina;SISU;Integral;60;60;1627
2021;Presencial;CB;20889;Ciências Biológicas - Licenciatura;SISU;Noturno;50;50;1125
2021;Presencial;CB;44992;Ciências Biológicas - Bacharelado;SISU;Integral;50;50;490
2021;Presencial;CB;58852;Ciências Biológicas - Ciências Ambientais;SISU;Integral;40;40;254
2021;Presencial;CCEN;13589;Física - Bacharelado;SISU;Integral;30;0;72
2021;Presencial;CCEN;13591;Química - Bacharelado;SISU;Integral;20;0;145
2021;Presencial;CCEN;13592;Matemática - Bacharelado;SISU;Integral;30;0;151
2021;Presencial;CCEN;13594;Estatística;SISU;Integral;30;0;134
2021;Presencial;CCEN;13617;Física - Licenciatura;SISU;Noturno;30;0;62
2021;Presencial;CCEN;13618;Química - Licenciatura;SISU;Noturno;30;0;148
2021;Presencial;CCEN;13619;Matemática - Licenciatura;SISU;Noturno;40;0;266
2021;Presencial;CCJ;13576;Direito;SISU;Matutino;50;50;1139
2021;Presencial;CCJ;13576;Direito;SISU;Noturno;50;100;1556
2021;Presencial;CCM;13601;Medicina;SISU;Integral;70;70;4655
2021;Presencial;CCS;13598;Educação Física - Licenciatura;SISU;Integral;60;60;2231
2021;Presencial;CCS;13599;Enfermagem;SISU;Integral;40;40;2050
2021;Presencial;CCS;13600;Farmácia;SISU;Integral;45;45;2059
2021;Presencial;CCS;13602;Nutrição;SISU;Integral;30;30;1397
2021;Presencial;CCS;13611;Odontologia;SISU;Integral;50;50;2047
2021;Presencial;CCS;13611;Odontologia;SISU;Noturno;20;20;1028
2021;Presencial;CCS;13614;Fisioterapia;SISU;Integral;33;33;2396
2021;Presencial;CCS;13615;Terapia Ocupacional;SISU;Integral;18;18;639
2021;Presencial;CCS;20306;Fonoaudiologia;SISU;Integral;20;20;628
2021;Presencial;CCS;1192307;Educação Física - Bacharelado;SISU;Integral;60;60;1112
2021;Presencial;CCSA;13572;Administração;SISU;Matutino;50;50;454
2021;Presencial;CCSA;13572;Administração;SISU;Noturno;50;50;479
2021;Presencial;CCSA;13573;Ciências Contábeis;SISU;Noturno;50;50;455
2021;Presencial;CCSA;13573;Ciências Contábeis;SISU;Vespertino;60;60;475
2021;Presencial;CCSA;13574;Ciências Econômicas;SISU;Matutino;60;0;450
2021;Presencial;CCSA;13574;Ciências Econômicas;SISU;Noturno;60;0;560
2021;Presencial;CCSA;13581;Serviço Social;SISU;Matutino;60;0;801
2021;Presencial;CCSA;13581;Serviço Social;SISU;Vespertino;0;60;748
2021;Presencial;CCSA;13582;Secretariado;SISU;Noturno;60;60;507
2021;Presencial;CCSA;13625;Turismo;SISU;Noturno;0;35;295
2021;Presencial;CCSA;13625;Turismo;SISU;Vespertino;35;0;317
2021;Presencial;CCSA;18474;Hotelaria;SISU;Integral;0;30;237
2021;Presencial;CCSA;117380;Ciências Atuariais;SISU;Integral;30;0;183
2021;Presencial;CE;13580;Pedagogia;SISU;Matutino;50;50;1073
2021;Presencial;CE;13580;Pedagogia;SISU;Noturno;50;50;1112
2021;Presencial;CE;13580;Pedagogia;SISU;Vespertino;0;50;445
2021;Presencial;CFCH;13575;Ciências Sociais - Bacharelado;SISU;Vespertino;60;0;389
2021;Presencial;CFCH;13577;Filosofia - Licenciatura;SISU;Vespertino;40;0;333
2021;Presencial;CFCH;13579;História - Licenciatura;SISU;Noturno;0;55;374
2021;Presencial;CFCH;13579;História - Licenciatura;SISU;Vespertino;20;0;150
2021;Presencial;CFCH;13608;Psicologia;SISU;Integral;40;40;2672
2021;Presencial;CFCH;21847;Ciências Sociais - Licenciatura;SISU;Noturno;0;60;448
2021;Presencial;CFCH;52231;Geografia - Licenciatura;SISU;Matutino;60;0;367
2021;Presencial;CFCH;52231;Geografia - Licenciatura;SISU;Noturno;60;0;500
2021;Presencial;CFCH;52249;Geografia - Bacharelado;SISU;Vespertino;60;0;309
2021;Presencial;CFCH;117378;Ciência Política;SISU;Integral;50;0;366
2021;Presencial;CFCH;117388;Museologia;SISU;Noturno;30;0;190
2021;Presencial;CFCH;117390;Arqueologia;SISU;Integral;30;0;287
2021;Presencial;CFCH;313577;Filosofia - Bacharelado;SISU;Vespertino;20;0;176
2021;Presencial;CFCH;313579;História - Bacharelado;SISU;Vespertino;35;0;207
2021;Presencial;CIn;13595;Ciência da Computação;SISU;Integral;50;50;677
2021;Presencial;CIn;58854;Engenharia da Computação;SISU;Integral;50;50;483
2021;Presencial;CIn;1136142;Sistema de Informação;SISU;Integral;35;35;353
2021;Presencial;CTG;13583;Engenharia Cartográfica e de Agrimensura;SISU;Integral;30;0;104
2021;Presencial;CTG;13583;Engenharia Cartográfica e de Agrimensura;SISU;Noturno;0;30;143
2021;Presencial;CTG;13587;Engenharia de Minas;SISU;Integral;25;25;188
2021;Presencial;CTG;13590;Geologia;SISU;Integral;20;20;221
2021;Presencial;CTG;13593;Química Industrial;SISU;Noturno;40;0;380
2021;Presencial;CTG;21710;Engenharia de Produção;SISU;Integral;40;0;167
2021;Presencial;CTG;58856;Engenharia Biomédica;SISU;Integral;30;0;442
2021;Presencial;CTG;117376;Oceanografia;SISU;Integral;25;0;102
2021;Presencial;CTG;5000630;ABI-Engenharia;SISU;Integral;330;285;1280
2017;EAD;CAC;121487;Letras - Língua Portuguesa - EAD;Vestibular; ;0;390;629
2017;EAD;CAC;1137847;Letras - Língua Espanhola - EAD;Vestibular; ;0;270;283
2017;EAD;CCEN;1137846;Matemática - EAD;Vestibular; ;0;95;268
2017;EAD;CCSA;1292716;Ciências Contábeis - EAD;Vestibular; ;0;300;837
2017;EAD;CFCH;1330038;Geografia - EAD;Vestibular; ;0;250;254
2020;EAD;CAC;121487;Letras - Língua Portuguesa - EAD;Vestibular; ;0;150;766
2020;EAD;CAC;1137847;Letras - Língua Espanhola - EAD;Vestibular; ;0;150;400
2020;EAD;CCEN;1137846;Matemática - EAD;Vestibular; ;0;150;543
2020;EAD;CCSA;1292716;Ciências Contábeis - EAD;Vestibular; ;0;100;569
2020;EAD;CFCH;1330038;Geografia - EAD;Vestibular; ;0;150;593
2021;EAD;CB;1579738;Ciências Biológicas - EAD;Vestibular;0;180;0;136
2022;Presencial;CAA;101082;Administração - CAA;SISU;Matutino;40;40;588
2022;Presencial;CAA;101082;Administração - CAA;SISU;Noturno;40;40;840
2022;Presencial;CAA;101086;Ciências Econômicas - CAA;SISU;Noturno;50;50;713
2022;Presencial;CAA;101092;Pedagogia - CAA;SISU;Noturno;40;40;1095
2022;Presencial;CAA;101127;Design - CAA;SISU;Integral;40;40;373
2022;Presencial;CAA;101127;Design - CAA;SISU;Noturno;40;40;605
2022;Presencial;CAA;101129;Engenharia Civil - CAA;SISU;Integral;40;40;684
2022;Presencial;CAA;118092;Engenharia de Produção - CAA;SISU;Integral;40;40;210
2022;Presencial;CAA;118096;Física - CAA;SISU;Noturno;40;40;292
2022;Presencial;CAA;118098;Química - CAA;SISU;Noturno;40;40;427
2022;Presencial;CAA;118100;Matemática - CAA;SISU;Noturno;40;40;513
2022;Presencial;CAA;150192;Intercultural Indígena;Vestibular;Integral;40;0;78
2022;Presencial;CAA;1189778;Medicina - CAA;SISU;Integral;40;40;2696
2022;Presencial;CAA;1321439;Comunicação Social - CAA;SISU;Integral;40;0;350
2022;Presencial;CAA;1596096;Interdisciplinar em Ciência e Tecnologia;SISU;Integral;40;0;150
2022;Presencial;CAC;13604;Música;Vestibular;Integral;30;0;29
2022;Presencial;CAC;13604;Música;Vestibular;Noturno;0;30;17
2022;Presencial;CAC;13609;Biblioteconomia;SISU;Vespertino;55;0;180
2022;Presencial;CAC;13610;Arquitetura e Urbanismo;SISU;Integral;50;50;1266
2022;Presencial;CAC;23910;Artes Visuais - Licenciatura;SISU;Integral;35;0;245
2022;Presencial;CAC;23912;Rádio, TV e Internet;SISU;Matutino;0;30;257
2022;Presencial;CAC;29483;Jornalismo;SISU;Vespertino;50;0;685
2022;Presencial;CAC;33784;Publicidade e Propaganda;SISU;Matutino;0;45;961
2022;Presencial;CAC;35520;Teatro;SISU;Integral;35;0;236
2022;Presencial;CAC;44947;Letras - Português;SISU;Noturno;30;0;186
2022;Presencial;CAC;44947;Letras - Português;SISU;Vespertino;0;60;316
2022;Presencial;CAC;44950;Letras - Francês;SISU;Vespertino;15;0;72
2022;Presencial;CAC;44977;Letras - Inglês;SISU;Matutino;0;30;350
2022;Presencial;CAC;44978;Letras - Espanhol;SISU;Matutino;0;30;178
2022;Presencial;CAC;44978;Letras - Espanhol;SISU;Noturno;30;0;189
2022;Presencial;CAC;53750;Música - Canto;Vestibular;Matutino;4;0;4
2022;Presencial;CAC;53760;Música - Instrumento;Vestibular;Matutino;18;0;10
2022;Presencial;CAC;80088;Design;SISU;Integral;35;35;744
2022;Presencial;CAC;117386;Gestão da Informação;SISU;Noturno;55;0;231
2022;Presencial;CAC;117392;Dança;Vestibular;Noturno;30;0;25
2022;Presencial;CAC;117394;Cinema e Audiovisual;SISU;Vespertino;0;50;624
2022;Presencial;CAC;313603;Letras - Bacharelado;SISU;Vespertino;30;0;271
2022;Presencial;CAC;1204606;Expressão Gráfica;SISU;Integral;30;0;143
2022;Presencial;CAC;1313313;Letras - Libras;Vestibular;Matutino;0;30;77
2022;Presencial;CAC;1439062;Artes Visuais - Bacharelado;SISU;Matutino;20;0;292
2022;Presencial;CAV;101140;Ciências Biológicas - CAV;SISU;Noturno;45;45;335
2022;Presencial;CAV;101149;Nutrição - CAV;SISU;Matutino;30;30;591
2022;Presencial;CAV;101153;Enfermagem - CAV;SISU;Integral;30;30;599
2022;Presencial;CAV;1155122;Educação Física - Licenciatura - CAV;SISU;Vespertino;45;45;382
2022;Presencial;CAV;1189922;Saúde Coletiva - CAV;SISU;Noturno;30;30;301
2022;Presencial;CAV;5000731;Educação Física - Bacharelado - CAV;SISU;Matutino;35;35;309
2022;Presencial;CB;13597;Biomedicina;SISU;Integral;60;60;1434
2022;Presencial;CB;20889;Ciências Biológicas - Licenciatura;SISU;Noturno;50;50;769
2022;Presencial;CB;44992;Ciências Biológicas - Bacharelado;SISU;Integral;50;50;422
2022;Presencial;CB;58852;Ciências Biológicas - Ciências Ambientais;SISU;Integral;40;40;250
2022;Presencial;CCEN;13589;Física - Bacharelado;SISU;Integral;30;0;73
2022;Presencial;CCEN;13591;Química - Bacharelado;SISU;Integral;20;0;118
2022;Presencial;CCEN;13592;Matemática - Bacharelado;SISU;Integral;30;0;139
2022;Presencial;CCEN;13594;Estatística;SISU;Integral;30;0;135
2022;Presencial;CCEN;13617;Física - Licenciatura;SISU;Noturno;30;0;60
2022;Presencial;CCEN;13618;Química - Licenciatura;SISU;Noturno;30;0;135
2022;Presencial;CCEN;13619;Matemática - Licenciatura;SISU;Noturno;40;0;229
2022;Presencial;CCJ;13576;Direito;SISU;Matutino;50;50;962
2022;Presencial;CCJ;13576;Direito;SISU;Noturno;50;100;1354
2022;Presencial;CCM;13601;Medicina;SISU;Integral;70;70;3510
2022;Presencial;CCS;13598;Educação Física - Licenciatura;SISU;Integral;60;60;1512
2022;Presencial;CCS;13599;Enfermagem;SISU;Integral;40;40;1888
2022;Presencial;CCS;13600;Farmácia;SISU;Integral;45;45;1946
2022;Presencial;CCS;13602;Nutrição;SISU;Integral;30;30;1370
2022;Presencial;CCS;13611;Odontologia;SISU;Integral;50;50;1915
2022;Presencial;CCS;13611;Odontologia;SISU;Noturno;20;20;807
2022;Presencial;CCS;13614;Fisioterapia;SISU;Integral;33;33;2266
2022;Presencial;CCS;13615;Terapia Ocupacional;SISU;Integral;18;18;451
2022;Presencial;CCS;20306;Fonoaudiologia;SISU;Integral;20;20;513
2022;Presencial;CCS;1192307;Educação Física - Bacharelado;SISU;Integral;60;60;962
2022;Presencial;CCSA;13572;Administração;SISU;Matutino;50;50;440
2022;Presencial;CCSA;13572;Administração;SISU;Noturno;50;50;469
2022;Presencial;CCSA;13573;Ciências Contábeis;SISU;Noturno;50;50;77
2022;Presencial;CCSA;13573;Ciências Contábeis;SISU;Vespertino;60;60;71
2022;Presencial;CCSA;13574;Ciências Econômicas;SISU;Matutino;60;0;345
2022;Presencial;CCSA;13574;Ciências Econômicas;SISU;Noturno;60;0;397
2022;Presencial;CCSA;13581;Serviço Social;SISU;Matutino;60;0;635
2022;Presencial;CCSA;13581;Serviço Social;SISU;Vespertino;0;60;619
2022;Presencial;CCSA;13582;Secretariado;SISU;Noturno;50;50;346
2022;Presencial;CCSA;13625;Turismo;SISU;Noturno;0;35;341
2022;Presencial;CCSA;13625;Turismo;SISU;Vespertino;35;0;240
2022;Presencial;CCSA;18474;Hotelaria;SISU;Integral;0;30;194
2022;Presencial;CCSA;117380;Ciências Atuariais;SISU;Integral;30;0;113
2022;Presencial;CE;13580;Pedagogia;SISU;Matutino;50;50;989
2022;Presencial;CE;13580;Pedagogia;SISU;Noturno;50;50;977
2022;Presencial;CE;13580;Pedagogia;SISU;Vespertino;0;50;420
2022;Presencial;CFCH;13575;Ciências Sociais - Bacharelado;SISU;Vespertino;60;0;305
2022;Presencial;CFCH;13577;Filosofia - Licenciatura;SISU;Vespertino;40;0;252
2022;Presencial;CFCH;13579;História - Licenciatura;SISU;Noturno;0;55;315
2022;Presencial;CFCH;13579;História - Licenciatura;SISU;Vespertino;20;0;115
2022;Presencial;CFCH;13608;Psicologia;SISU;Integral;40;40;2690
2022;Presencial;CFCH;21847;Ciências Sociais - Licenciatura;SISU;Noturno;0;60;347
2022;Presencial;CFCH;52231;Geografia - Licenciatura;SISU;Matutino;60;0;340
2022;Presencial;CFCH;52231;Geografia - Licenciatura;SISU;Noturno;60;0;341
2022;Presencial;CFCH;52249;Geografia - Bacharelado;SISU;Vespertino;60;0;273
2022;Presencial;CFCH;117378;Ciência Política;SISU;Integral;50;0;325
2022;Presencial;CFCH;117388;Museologia;SISU;Noturno;30;0;169
2022;Presencial;CFCH;117390;Arqueologia;SISU;Integral;30;0;239
2022;Presencial;CFCH;313577;Filosofia - Bacharelado;SISU;Vespertino;20;0;118
2022;Presencial;CFCH;313579;História - Bacharelado;SISU;Vespertino;35;0;180
2022;Presencial;CIn;13595;Ciência da Computação;SISU;Integral;50;50;736
2022;Presencial;CIn;58854;Engenharia da Computação;SISU;Integral;50;50;510
2022;Presencial;CIn;1136142;Sistema de Informação;SISU;Integral;35;35;399
2022;Presencial;CTG;13583;Engenharia Cartográfica e de Agrimensura;SISU;Integral;30;0;109
2022;Presencial;CTG;13583;Engenharia Cartográfica e de Agrimensura;SISU;Noturno;0;30;107
2022;Presencial;CTG;13587;Engenharia de Minas;SISU;Integral;25;25;188
2022;Presencial;CTG;13590;Geologia;SISU;Integral;20;20;193
2022;Presencial;CTG;13593;Química Industrial;SISU;Noturno;40;0;253
2022;Presencial;CTG;21710;Engenharia de Produção;SISU;Integral;40;0;154
2022;Presencial;CTG;58856;Engenharia Biomédica;SISU;Integral;30;0;289
2022;Presencial;CTG;117376;Oceanografia;SISU;Integral;25;0;90
2022;Presencial;CTG;5000630;ABI-Engenharia;SISU;Integral;330;285;1096
2022;EAD;CAC;121487;Letras - Língua Portuguesa - EAD;Vestibular;0;42;0;126
2022;EAD;CAC;1137847;Letras - Língua Espanhola - EAD;Vestibular;0;42;0;74
2022;EAD;CB;1579738;Ciências Biológicas - EAD;Vestibular;0;56;0;117
2022;EAD;CCEN;1137846;Matemática - EAD;Vestibular;0;85;0;120
2022;EAD;CCSA;1292716;Ciências Contábeis - EAD;Vestibular;0;37;0;158
2022;EAD;CFCH;1330038;Geografia - EAD;Vestibular;0;52;0;96
